Unit_Price,Quantity,Discount,Total_Price,Customer_Type,Product,Category,Region,Cluster
1.75,3.0,0.0,5.25,B2C,Hohes C Orange,Juices,Berlin,0
1.59,11.0,0.0,17.49,B2C,Granini Apple,Juices,Rheinland-Pfalz,0
4.19,5.0,0.0,20.95,B2C,Riesling,Alcoholic Beverages,Niedersachsen,0
1.12,4.0,0.0,4.48,B2C,Augustiner,Alcoholic Beverages,Sachsen,0
1.23,30.0,0.1,33.21,B2B,Krombacher,Alcoholic Beverages,Schleswig-Holstein,2
0.58,6.0,0.0,3.48,B2C,Volvic,Water,Hamburg,0
1.28,24.0,0.05,29.18,B2B,Hohes C Orange,Juices,Thüringen,2
0.72,2.0,0.05,1.3699999999999999,B2B,Vittel,Water,Hessen,2
3.21,1.0,0.0,3.21,B2C,Mango Juice,Juices,Hessen,0
2.51,50.0,0.1,112.95,B2B,Passion Fruit Juice,Juices,Bremen,1
1.31,4.0,0.0,5.24,B2C,Evian,Water,Thüringen,0
2.5,5.0,0.05,11.88,B2B,Passion Fruit Juice,Juices,Thüringen,2
1.49,8.0,0.0,11.92,B2C,Pepsi,Soft Drinks,Hessen,0
1.27,6.0,0.0,7.619999999999999,B2C,Schwip Schwap,Soft Drinks,Saarland,0
3.11,9.0,0.0,27.990000000000002,B2C,Passion Fruit Juice,Juices,Rheinland-Pfalz,0
1.46,13.0,0.0,18.98,B2C,Volvic Touch,Water,Niedersachsen,0
0.73,63.00000000000001,0.1,41.39,B2B,Volvic,Water,Rheinland-Pfalz,1
1.46,7.000000000000001,0.0,10.22,B2C,Beck's,Alcoholic Beverages,Berlin,0
0.99,12.0,0.0,11.88,B2C,Mountain Dew,Soft Drinks,Hessen,0
3.31,10.0,0.0,33.1,B2C,Mango Juice,Juices,Rheinland-Pfalz,0
3.43,1.0,0.0,3.43,B2C,Tomato Juice,Juices,Berlin,0
1.63,8.0,0.0,13.040000000000001,B2C,Krombacher,Alcoholic Beverages,Bayern,0
2.45,15.0,0.0,36.75,B2C,Rauch Multivitamin,Juices,Berlin,0
1.53,35.0,0.05,50.87,B2B,Hohes C Orange,Juices,Berlin,1
2.45,6.0,0.0,14.7,B2C,Rauch Multivitamin,Juices,Bremen,0
2.45,9.0,0.0,22.05,B2C,Rauch Multivitamin,Juices,Bayern,0
0.46,13.0,0.0,5.98,B2C,Selters,Water,Bayern,0
1.23,3.0,0.0,3.69,B2C,Evian,Water,Saarland,0
0.64,5.0,0.05,3.04,B2B,Evian,Water,Bremen,2
0.56,9.0,0.0,5.04,B2C,Vittel,Water,Schleswig-Holstein,0
1.99,5.0,0.0,9.95,B2C,Jever,Alcoholic Beverages,Brandenburg,0
4.879999999999999,9.0,0.0,43.92,B2C,Chardonnay,Alcoholic Beverages,Hamburg,0
0.63,6.0,0.0,3.7800000000000002,B2C,Mezzo Mix,Soft Drinks,Niedersachsen,0
0.55,5.0,0.0,2.75,B2C,Volvic,Water,Sachsen-Anhalt,0
1.26,12.0,0.0,15.120000000000001,B2C,Evian,Water,Sachsen,0
0.93,8.0,0.0,7.44,B2C,Kölsch,Alcoholic Beverages,Saarland,0
4.22,8.0,0.0,33.76,B2C,Merlot,Alcoholic Beverages,Hessen,0
0.6099999999999999,10.0,0.0,6.1,B2C,Mezzo Mix,Soft Drinks,Rheinland-Pfalz,0
1.99,12.0,0.0,23.88,B2C,Jever,Alcoholic Beverages,Nordrhein-Westfalen,0
3.43,3.0,0.0,10.29,B2C,Tomato Juice,Juices,Thüringen,0
3.12,1.0,0.0,3.1200000000000006,B2C,Monster,Soft Drinks,Schleswig-Holstein,0
0.3400000000000001,21.0,0.05,6.78,B2B,San Pellegrino,Water,Bayern,2
1.86,7.000000000000001,0.0,13.02,B2C,Hohes C Orange,Juices,Schleswig-Holstein,0
3.33,11.0,0.0,36.63,B2C,Tomato Juice,Juices,Niedersachsen,0
2.12,10.0,0.0,21.2,B2C,Fritz-Kola,Soft Drinks,Saarland,0
0.9600000000000001,13.0,0.0,12.480000000000002,B2C,Apollinaris,Water,Baden-Württemberg,0
2.14,35.0,0.05,71.16,B2B,Fritz-Kola,Soft Drinks,Hamburg,1
1.75,5.0,0.0,8.75,B2C,Hohes C Orange,Juices,Brandenburg,0
0.58,11.0,0.0,6.38,B2C,Volvic,Water,Sachsen,0
4.07,10.0,0.0,40.7,B2C,Riesling,Alcoholic Beverages,Rheinland-Pfalz,0
3.21,2.0,0.05,6.1,B2B,Rauch Multivitamin,Juices,Niedersachsen,2
1.26,1.0,0.0,1.26,B2C,Evian,Water,Rheinland-Pfalz,0
1.0800000000000003,12.0,0.0,12.96,B2C,Warsteiner,Alcoholic Beverages,Schleswig-Holstein,0
2.02,5.0,0.1,9.09,B2B,Club Mate,Soft Drinks,Sachsen-Anhalt,2
1.99,9.0,0.0,17.91,B2C,Jever,Alcoholic Beverages,Hamburg,0
3.12,15.0,0.0,46.8,B2C,Monster,Soft Drinks,Thüringen,0
3.0199999999999996,15.0,0.0,45.3,B2C,Passion Fruit Juice,Juices,Nordrhein-Westfalen,0
1.97,52.99999999999999,0.1,93.96999999999998,B2B,Tomato Juice,Juices,Mecklenburg-Vorpommern,1
2.93,9.0,0.0,26.37,B2C,Passion Fruit Juice,Juices,Brandenburg,0
0.76,20.0,0.05,14.440000000000001,B2B,Vio Wasser,Water,Niedersachsen,2
3.11,8.0,0.0,24.88,B2C,Passion Fruit Juice,Juices,Schleswig-Holstein,0
2.76,47.0,0.05,123.23,B2B,Tomato Juice,Juices,Berlin,1
1.09,4.0,0.05,4.14,B2B,Evian,Water,Mecklenburg-Vorpommern,2
0.58,1.0,0.0,0.58,B2C,Volvic,Water,Rheinland-Pfalz,0
3.67,14.000000000000002,0.0,51.38,B2C,Cranberry Juice,Juices,Bremen,0
0.86,41.0,0.05,33.5,B2B,Mountain Dew,Soft Drinks,Niedersachsen,1
2.22,11.0,0.0,24.42,B2C,Red Bull,Soft Drinks,Hamburg,0
1.33,65.0,0.05,82.13,B2B,Beck's,Alcoholic Beverages,Rheinland-Pfalz,1
0.86,12.0,0.0,10.32,B2C,San Pellegrino,Water,Hessen,0
2.31,11.0,0.0,25.41,B2C,Rauch Multivitamin,Juices,Berlin,0
1.71,1.0,0.0,1.71,B2C,Vio Wasser,Water,Bayern,0
1.23,1.0,0.0,1.23,B2C,Evian,Water,Bayern,0
0.94,20.0,0.05,17.86,B2B,Selters,Water,Sachsen,2
0.72,49.0,0.1,31.75,B2B,Mezzo Mix,Soft Drinks,Bremen,1
0.56,5.0,0.0,2.8,B2C,Vittel,Water,Bremen,0
0.7900000000000001,33.0,0.05,24.77,B2B,Pepsi,Soft Drinks,Hamburg,1
1.54,12.0,0.0,18.48,B2C,Krombacher,Alcoholic Beverages,Niedersachsen,0
0.47,2.0,0.0,0.94,B2C,Selters,Water,Sachsen,0
1.18,14.000000000000002,0.0,16.52,B2C,Coca-Cola,Soft Drinks,Baden-Württemberg,0
1.92,6.0,0.0,11.519999999999998,B2C,Erdinger Weißbier,Alcoholic Beverages,Baden-Württemberg,0
1.38,12.0,0.0,16.56,B2C,Volvic Touch,Water,Brandenburg,0
1.59,9.0,0.0,14.31,B2C,Granini Apple,Juices,Baden-Württemberg,0
1.55,13.0,0.0,20.15,B2C,Beck's,Alcoholic Beverages,Bayern,0
3.21,9.0,0.0,28.89,B2C,Monster,Soft Drinks,Saarland,0
1.48,67.0,0.05,94.2,B2B,Krombacher,Alcoholic Beverages,Mecklenburg-Vorpommern,1
0.87,67.0,0.05,55.38000000000001,B2B,Apollinaris,Water,Hessen,1
2.38,8.0,0.0,19.04,B2C,Rauch Multivitamin,Juices,Berlin,0
2.38,7.000000000000001,0.0,16.66,B2C,Rauch Multivitamin,Juices,Mecklenburg-Vorpommern,0
2.28,9.0,0.0,20.52,B2C,Red Bull,Soft Drinks,Sachsen-Anhalt,0
0.93,5.0,0.0,4.65,B2C,Mountain Dew,Soft Drinks,Thüringen,0
0.55,26.0,0.1,12.870000000000001,B2B,Volvic,Water,Hessen,2
1.59,1.0,0.0,1.5900000000000003,B2C,Granini Apple,Juices,Rheinland-Pfalz,0
2.12,10.0,0.0,21.2,B2C,Fritz-Kola,Soft Drinks,Berlin,0
1.24,3.0,0.0,3.72,B2C,Schwip Schwap,Soft Drinks,Thüringen,0
0.6099999999999999,8.0,0.0,4.88,B2C,Mezzo Mix,Soft Drinks,Thüringen,0
0.89,45.0,0.05,38.05,B2B,Mezzo Mix,Soft Drinks,Nordrhein-Westfalen,1
1.59,7.000000000000001,0.0,11.129999999999999,B2C,Granini Apple,Juices,Nordrhein-Westfalen,0
3.3800000000000003,52.0,0.1,158.18,B2B,Monster,Soft Drinks,Thüringen,1
1.16,5.0,0.0,5.8,B2C,Augustiner,Alcoholic Beverages,Rheinland-Pfalz,0
1.71,12.0,0.0,20.52,B2C,Vio Wasser,Water,Rheinland-Pfalz,0
3.21,1.0,0.0,3.21,B2C,Monster,Soft Drinks,Saarland,0
1.53,8.0,0.0,12.240000000000002,B2C,Pepsi,Soft Drinks,Brandenburg,0
2.31,12.0,0.0,27.720000000000002,B2C,Rauch Multivitamin,Juices,Nordrhein-Westfalen,0
1.94,11.0,0.0,21.340000000000003,B2C,Jever,Alcoholic Beverages,Mecklenburg-Vorpommern,0
3.56,3.0,0.0,10.68,B2C,Cranberry Juice,Juices,Sachsen,0
1.23,15.0,0.0,18.45,B2C,Fanta,Soft Drinks,Brandenburg,0
2.59,52.99999999999999,0.1,123.54,B2B,Rauch Multivitamin,Juices,Sachsen-Anhalt,1
1.5099999999999998,42.0,0.1,57.08,B2B,Jever,Alcoholic Beverages,Niedersachsen,1
0.77,28.999999999999996,0.05,21.21,B2B,Coca-Cola,Soft Drinks,Sachsen,2
1.53,3.0,0.0,4.59,B2C,Pepsi,Soft Drinks,Sachsen,0
0.58,6.0,0.0,3.48,B2C,Vittel,Water,Thüringen,0
1.66,7.000000000000001,0.0,11.62,B2C,Vio Wasser,Water,Brandenburg,0
1.6900000000000002,1.0,0.0,1.69,B2C,Granini Apple,Juices,Sachsen-Anhalt,0
1.53,2.0,0.0,3.0600000000000005,B2C,Pepsi,Soft Drinks,Rheinland-Pfalz,0
3.67,5.0,0.0,18.35,B2C,Cranberry Juice,Juices,Nordrhein-Westfalen,0
0.6,38.0,0.05,21.66,B2B,Fanta,Soft Drinks,Mecklenburg-Vorpommern,1
1.71,5.0,0.0,8.55,B2C,Vio Wasser,Water,Hamburg,0
3.23,1.0,0.0,3.2299999999999995,B2C,Tomato Juice,Juices,Schleswig-Holstein,0
1.27,62.0,0.1,70.87,B2B,Krombacher,Alcoholic Beverages,Saarland,1
1.12,11.0,0.05,11.7,B2B,Beck's,Alcoholic Beverages,Bayern,2
1.14,3.0,0.0,3.42,B2C,Coca-Cola,Soft Drinks,Rheinland-Pfalz,0
1.0700000000000003,7.000000000000001,0.0,7.49,B2C,Gerolsteiner,Water,Brandenburg,0
3.21,6.0,0.0,19.26,B2C,Monster,Soft Drinks,Bayern,0
1.6900000000000002,10.0,0.0,16.9,B2C,Granini Apple,Juices,Baden-Württemberg,0
0.38,6.0,0.1,2.05,B2B,San Pellegrino,Water,Berlin,2
0.9600000000000001,11.0,0.0,10.56,B2C,Kölsch,Alcoholic Beverages,Hessen,0
3.33,6.0,0.0,19.98,B2C,Tomato Juice,Juices,Sachsen-Anhalt,0
0.99,4.0,0.0,3.96,B2C,Kölsch,Alcoholic Beverages,Niedersachsen,0
0.98,39.0,0.05,36.31,B2B,Warsteiner,Alcoholic Beverages,Thüringen,1
1.49,2.0,0.0,2.98,B2C,Pepsi,Soft Drinks,Bremen,0
2.31,12.0,0.0,27.720000000000002,B2C,Rauch Multivitamin,Juices,Berlin,0
1.24,14.000000000000002,0.0,17.36,B2C,Schwip Schwap,Soft Drinks,Schleswig-Holstein,0
1.59,10.0,0.0,15.9,B2C,Granini Apple,Juices,Bremen,0
1.92,15.0,0.0,28.8,B2C,Erdinger Weißbier,Alcoholic Beverages,Mecklenburg-Vorpommern,0
2.38,7.000000000000001,0.0,16.66,B2C,Rauch Multivitamin,Juices,Brandenburg,0
0.93,2.0,0.0,1.86,B2C,Mountain Dew,Soft Drinks,Mecklenburg-Vorpommern,0
0.49,5.0,0.0,2.45,B2C,Selters,Water,Schleswig-Holstein,0
3.46,5.0,0.0,17.3,B2C,Cranberry Juice,Juices,Hessen,0
0.82,31.0,0.05,24.15,B2B,Volvic Touch,Water,Hamburg,2
0.59,3.0,0.0,1.77,B2C,Vittel,Water,Thüringen,0
3.23,15.0,0.0,48.449999999999996,B2C,Tomato Juice,Juices,Niedersachsen,0
2.11,9.0,0.0,18.99,B2C,Erdinger Weißbier,Alcoholic Beverages,Bremen,0
1.0700000000000003,7.000000000000001,0.0,7.49,B2C,Coca-Cola,Soft Drinks,Bayern,0
1.92,15.0,0.0,28.8,B2C,Erdinger Weißbier,Alcoholic Beverages,Berlin,0
0.55,8.0,0.0,4.4,B2C,Volvic,Water,Thüringen,0
1.66,9.0,0.0,14.94,B2C,Vio Wasser,Water,Baden-Württemberg,0
1.6900000000000002,7.000000000000001,0.0,11.830000000000002,B2C,Granini Apple,Juices,Mecklenburg-Vorpommern,0
1.61,12.0,0.0,19.32,B2C,Vio Wasser,Water,Thüringen,0
1.55,15.0,0.0,23.250000000000004,B2C,Beck's,Alcoholic Beverages,Sachsen-Anhalt,0
1.86,8.0,0.0,14.88,B2C,Hohes C Orange,Juices,Niedersachsen,0
0.49,13.0,0.0,6.37,B2C,Selters,Water,Sachsen,0
0.55,8.0,0.0,4.4,B2C,Sprite,Soft Drinks,Hessen,0
1.02,61.0,0.05,59.11,B2B,Pepsi,Soft Drinks,Saarland,1
3.21,14.000000000000002,0.0,44.94,B2C,Mango Juice,Juices,Hamburg,0
3.43,2.0,0.0,6.86,B2C,Tomato Juice,Juices,Schleswig-Holstein,0
3.21,3.0,0.0,9.63,B2C,Mango Juice,Juices,Sachsen,0
4.19,11.0,0.0,46.09,B2C,Riesling,Alcoholic Beverages,Rheinland-Pfalz,0
2.52,62.0,0.1,140.62,B2B,Fritz-Kola,Soft Drinks,Nordrhein-Westfalen,1
0.9600000000000001,9.0,0.0,8.64,B2C,Kölsch,Alcoholic Beverages,Nordrhein-Westfalen,0
0.89,2.0,0.0,1.78,B2C,San Pellegrino,Water,Sachsen-Anhalt,0
1.38,9.0,0.0,12.42,B2C,Volvic Touch,Water,Baden-Württemberg,0
1.59,11.0,0.0,17.49,B2C,Granini Apple,Juices,Saarland,0
1.42,9.0,0.0,12.78,B2C,Volvic Touch,Water,Sachsen,0
0.6800000000000002,19.0,0.05,12.269999999999998,B2B,Volvic,Water,Thüringen,2
1.54,7.000000000000001,0.0,10.78,B2C,Krombacher,Alcoholic Beverages,Hessen,0
0.48,18.0,0.05,8.21,B2B,Selters,Water,Thüringen,2
3.11,12.0,0.0,37.32,B2C,Passion Fruit Juice,Juices,Baden-Württemberg,0
3.67,5.0,0.0,18.35,B2C,Cranberry Juice,Juices,Nordrhein-Westfalen,0
3.67,12.0,0.0,44.03999999999999,B2C,Cranberry Juice,Juices,Bayern,0
0.93,13.0,0.0,12.09,B2C,Apollinaris,Water,Saarland,0
2.05,15.0,0.0,30.75,B2C,Fritz-Kola,Soft Drinks,Baden-Württemberg,0
3.56,11.0,0.0,39.16,B2C,Cranberry Juice,Juices,Hamburg,0
1.09,13.0,0.0,14.17,B2C,Augustiner,Alcoholic Beverages,Mecklenburg-Vorpommern,0
2.38,5.0,0.0,11.900000000000002,B2C,Rauch Multivitamin,Juices,Rheinland-Pfalz,0
3.12,15.0,0.0,46.8,B2C,Monster,Soft Drinks,Rheinland-Pfalz,0
2.9,39.0,0.1,101.79,B2B,Mango Juice,Juices,Berlin,1
1.23,4.0,0.0,4.92,B2C,Evian,Water,Bayern,0
1.5,52.0,0.1,70.2,B2B,Granini Apple,Juices,Sachsen-Anhalt,1
3.23,6.0,0.0,19.38,B2C,Tomato Juice,Juices,Baden-Württemberg,0
3.12,5.0,0.0,15.600000000000001,B2C,Mango Juice,Juices,Schleswig-Holstein,0
0.44999999999999996,2.0,0.05,0.86,B2B,Apollinaris,Water,Bremen,2
1.24,11.0,0.0,13.640000000000002,B2C,Schwip Schwap,Soft Drinks,Berlin,0
0.89,8.0,0.0,7.12,B2C,San Pellegrino,Water,Nordrhein-Westfalen,0
2.12,6.0,0.0,12.720000000000002,B2C,Fritz-Kola,Soft Drinks,Niedersachsen,0
0.46,6.0,0.0,2.76,B2C,Selters,Water,Brandenburg,0
2.14,21.0,0.05,42.69,B2B,Club Mate,Soft Drinks,Saarland,2
0.89,6.0,0.0,5.34,B2C,San Pellegrino,Water,Nordrhein-Westfalen,0
2.75,7.000000000000001,0.05,18.29,B2B,Red Bull,Soft Drinks,Saarland,2
1.98,4.0,0.0,7.92,B2C,Erdinger Weißbier,Alcoholic Beverages,Rheinland-Pfalz,0
1.01,5.0,0.0,5.05,B2C,Gerolsteiner,Water,Berlin,0
1.52,5.0,0.05,7.220000000000001,B2B,Augustiner,Alcoholic Beverages,Thüringen,2
0.89,4.0,0.05,3.38,B2B,Vio Wasser,Water,Bayern,2
1.86,6.0,0.0,11.16,B2C,Hohes C Orange,Juices,Mecklenburg-Vorpommern,0
3.31,3.0,0.0,9.93,B2C,Mango Juice,Juices,Mecklenburg-Vorpommern,0
2.18,5.0,0.0,10.9,B2C,Erdinger Weißbier,Alcoholic Beverages,Berlin,0
2.31,22.0,0.05,48.28000000000001,B2B,Passion Fruit Juice,Juices,Rheinland-Pfalz,2
0.55,8.0,0.0,4.4,B2C,Volvic,Water,Brandenburg,0
1.88,2.0,0.0,3.76,B2C,Jever,Alcoholic Beverages,Nordrhein-Westfalen,0
0.59,10.0,0.0,5.9,B2C,Mezzo Mix,Soft Drinks,Baden-Württemberg,0
0.9600000000000001,11.0,0.0,10.56,B2C,Mountain Dew,Soft Drinks,Niedersachsen,0
3.11,6.0,0.0,18.66,B2C,Passion Fruit Juice,Juices,Nordrhein-Westfalen,0
4.35,3.0,0.0,13.05,B2C,Merlot,Alcoholic Beverages,Rheinland-Pfalz,0
1.99,8.0,0.0,15.92,B2C,Jever,Alcoholic Beverages,Niedersachsen,0
2.45,2.0,0.0,4.9,B2C,Rauch Multivitamin,Juices,Hamburg,0
0.47,21.0,0.05,9.38,B2B,Volvic,Water,Bremen,2
0.66,16.0,0.05,10.03,B2B,Mezzo Mix,Soft Drinks,Hessen,2
0.55,15.0,0.0,8.25,B2C,Volvic,Water,Schleswig-Holstein,0
3.67,13.0,0.0,47.71,B2C,Cranberry Juice,Juices,Schleswig-Holstein,0
0.49,7.000000000000001,0.0,3.43,B2C,Selters,Water,Rheinland-Pfalz,0
0.57,2.0,0.0,1.14,B2C,Volvic,Water,Nordrhein-Westfalen,0
0.93,4.0,0.0,3.72,B2C,Kölsch,Alcoholic Beverages,Hessen,0
4.35,13.0,0.0,56.54999999999999,B2C,Merlot,Alcoholic Beverages,Berlin,0
1.38,12.0,0.0,16.56,B2C,Volvic Touch,Water,Thüringen,0
2.38,15.0,0.0,35.7,B2C,Rauch Multivitamin,Juices,Hessen,0
1.66,13.0,0.0,21.58,B2C,Vio Wasser,Water,Bremen,0
4.19,7.000000000000001,0.0,29.33,B2C,Riesling,Alcoholic Beverages,Niedersachsen,0
0.9100000000000001,16.0,0.05,13.83,B2B,Volvic,Water,Bayern,2
3.12,5.0,0.0,15.600000000000001,B2C,Mango Juice,Juices,Bremen,0
0.9600000000000001,7.000000000000001,0.0,6.72,B2C,Apollinaris,Water,Bayern,0
2.12,9.0,0.0,19.08,B2C,Fritz-Kola,Soft Drinks,Sachsen-Anhalt,0
3.03,43.0,0.05,123.78000000000002,B2B,Cranberry Juice,Juices,Bremen,1
0.62,12.0,0.0,7.44,B2C,Vittel,Water,Baden-Württemberg,0
0.51,40.0,0.05,19.38,B2B,Vittel,Water,Nordrhein-Westfalen,1
1.9100000000000001,31.0,0.05,56.25,B2B,Kölsch,Alcoholic Beverages,Nordrhein-Westfalen,2
0.57,14.000000000000002,0.0,7.980000000000001,B2C,Volvic,Water,Saarland,0
1.16,14.000000000000002,0.0,16.24,B2C,Augustiner,Alcoholic Beverages,Niedersachsen,0
4.879999999999999,3.0,0.0,14.64,B2C,Chardonnay,Alcoholic Beverages,Hamburg,0
0.46,13.0,0.0,5.98,B2C,Selters,Water,Nordrhein-Westfalen,0
1.27,13.0,0.0,16.51,B2C,Schwip Schwap,Soft Drinks,Saarland,0
0.59,7.000000000000001,0.0,4.13,B2C,Mezzo Mix,Soft Drinks,Brandenburg,0
0.55,47.0,0.05,24.56,B2B,Apollinaris,Water,Niedersachsen,1
0.49,12.0,0.0,5.879999999999999,B2C,Selters,Water,Rheinland-Pfalz,0
3.21,4.0,0.0,12.84,B2C,Monster,Soft Drinks,Mecklenburg-Vorpommern,0
2.93,1.0,0.0,2.93,B2C,Passion Fruit Juice,Juices,Berlin,0
3.23,8.0,0.0,25.839999999999996,B2C,Tomato Juice,Juices,Nordrhein-Westfalen,0
1.86,7.000000000000001,0.0,13.02,B2C,Hohes C Orange,Juices,Bayern,0
1.27,4.0,0.0,5.08,B2C,Schwip Schwap,Soft Drinks,Niedersachsen,0
0.9600000000000001,13.0,0.0,12.480000000000002,B2C,Apollinaris,Water,Bremen,0
0.64,11.0,0.0,7.039999999999999,B2C,Vittel,Water,Baden-Württemberg,0
1.6900000000000002,14.000000000000002,0.0,23.660000000000004,B2C,Granini Apple,Juices,Nordrhein-Westfalen,0
2.93,4.0,0.0,11.72,B2C,Passion Fruit Juice,Juices,Rheinland-Pfalz,0
2.21,15.0,0.0,33.15,B2C,Rockstar,Soft Drinks,Nordrhein-Westfalen,0
3.21,10.0,0.0,32.1,B2C,Monster,Soft Drinks,Sachsen,0
0.57,10.0,0.0,5.7,B2C,Volvic,Water,Rheinland-Pfalz,0
3.23,2.0,0.0,6.459999999999999,B2C,Tomato Juice,Juices,Nordrhein-Westfalen,0
1.16,13.0,0.0,15.08,B2C,Augustiner,Alcoholic Beverages,Thüringen,0
0.63,2.0,0.0,1.26,B2C,Mezzo Mix,Soft Drinks,Bremen,0
3.11,1.0,0.0,3.11,B2C,Passion Fruit Juice,Juices,Niedersachsen,0
0.89,4.0,0.0,3.56,B2C,San Pellegrino,Water,Sachsen-Anhalt,0
2.46,48.0,0.1,106.27,B2B,Cranberry Juice,Juices,Sachsen-Anhalt,1
1.46,12.0,0.0,17.52,B2C,Volvic Touch,Water,Bayern,0
1.05,10.0,0.0,10.5,B2C,Warsteiner,Alcoholic Beverages,Berlin,0
0.56,6.0,0.0,3.36,B2C,Vittel,Water,Hamburg,0
1.0700000000000003,8.0,0.0,8.56,B2C,Gerolsteiner,Water,Baden-Württemberg,0
4.22,5.0,0.0,21.1,B2C,Merlot,Alcoholic Beverages,Saarland,0
3.21,7.000000000000001,0.0,22.47,B2C,Mango Juice,Juices,Sachsen-Anhalt,0
2.93,8.0,0.0,23.44,B2C,Passion Fruit Juice,Juices,Sachsen-Anhalt,0
3.12,7.000000000000001,0.0,21.84,B2C,Mango Juice,Juices,Hessen,0
0.9600000000000001,8.0,0.05,7.3,B2B,Mountain Dew,Soft Drinks,Hessen,2
1.12,10.0,0.0,11.2,B2C,Augustiner,Alcoholic Beverages,Berlin,0
3.12,9.0,0.0,28.08,B2C,Monster,Soft Drinks,Hamburg,0
1.2,11.0,0.0,13.2,B2C,Schwip Schwap,Soft Drinks,Bayern,0
2.45,2.0,0.0,4.9,B2C,Rauch Multivitamin,Juices,Saarland,0
1.26,43.0,0.05,51.47,B2B,Hohes C Orange,Juices,Thüringen,1
2.65,32.0,0.05,80.56,B2B,Passion Fruit Juice,Juices,Bayern,2
0.86,3.0,0.05,2.45,B2B,Mezzo Mix,Soft Drinks,Baden-Württemberg,2
2.13,15.0,0.0,31.950000000000003,B2C,Club Mate,Soft Drinks,Saarland,0
3.23,5.0,0.0,16.15,B2C,Tomato Juice,Juices,Sachsen,0
2.4699999999999998,30.0,0.1,66.69,B2B,Monster,Soft Drinks,Niedersachsen,2
0.73,31.0,0.05,21.5,B2B,Volvic Touch,Water,Schleswig-Holstein,2
1.35,42.0,0.05,53.85999999999999,B2B,Augustiner,Alcoholic Beverages,Thüringen,1
1.88,9.0,0.0,16.92,B2C,Jever,Alcoholic Beverages,Schleswig-Holstein,0
0.58,2.0,0.0,1.16,B2C,Volvic,Water,Bremen,0
4.22,9.0,0.0,37.98,B2C,Merlot,Alcoholic Beverages,Baden-Württemberg,0
2.3,16.0,0.05,34.96,B2B,Rockstar,Soft Drinks,Rheinland-Pfalz,2
4.07,11.0,0.0,44.77000000000001,B2C,Riesling,Alcoholic Beverages,Bremen,0
3.33,2.0,0.0,6.66,B2C,Tomato Juice,Juices,Hamburg,0
1.84,26.0,0.05,45.45000000000001,B2B,Rockstar,Soft Drinks,Hamburg,2
1.63,15.0,0.0,24.45,B2C,Krombacher,Alcoholic Beverages,Nordrhein-Westfalen,0
1.7999999999999998,11.0,0.0,19.8,B2C,Hohes C Orange,Juices,Rheinland-Pfalz,0
0.52,68.0,0.1,31.82,B2B,San Pellegrino,Water,Mecklenburg-Vorpommern,1
1.24,4.0,0.0,4.96,B2C,Schwip Schwap,Soft Drinks,Bayern,0
1.26,13.0,0.0,16.38,B2C,Evian,Water,Baden-Württemberg,0
3.46,5.0,0.0,17.3,B2C,Cranberry Juice,Juices,Hessen,0
1.19,2.0,0.0,2.38,B2C,Fanta,Soft Drinks,Nordrhein-Westfalen,0
2.12,7.000000000000001,0.0,14.84,B2C,Fritz-Kola,Soft Drinks,Rheinland-Pfalz,0
0.55,11.0,0.0,6.049999999999999,B2C,Volvic,Water,Hessen,0
1.86,15.0,0.0,27.9,B2C,Hohes C Orange,Juices,Hamburg,0
0.78,44.0,0.05,32.6,B2B,Vittel,Water,Sachsen-Anhalt,1
3.46,10.0,0.0,34.6,B2C,Cranberry Juice,Juices,Niedersachsen,0
1.23,15.0,0.0,18.45,B2C,Evian,Water,Sachsen,0
1.21,4.0,0.05,4.6,B2B,Krombacher,Alcoholic Beverages,Brandenburg,2
1.0700000000000003,2.0,0.0,2.14,B2C,Gerolsteiner,Water,Hamburg,0
0.59,14.000000000000002,0.0,8.26,B2C,Vittel,Water,Baden-Württemberg,0
2.93,13.0,0.0,38.09,B2C,Passion Fruit Juice,Juices,Niedersachsen,0
1.0700000000000003,10.0,0.0,10.699999999999998,B2C,Coca-Cola,Soft Drinks,Sachsen,0
1.74,26.0,0.05,42.98,B2B,Erdinger Weißbier,Alcoholic Beverages,Bremen,2
2.65,52.99999999999999,0.05,133.43,B2B,Red Bull,Soft Drinks,Sachsen-Anhalt,1
1.81,20.0,0.05,34.39,B2B,Granini Apple,Juices,Niedersachsen,2
0.56,9.0,0.0,5.04,B2C,Sprite,Soft Drinks,Bremen,0
0.59,14.000000000000002,0.0,8.26,B2C,Vittel,Water,Berlin,0
1.86,15.0,0.0,27.9,B2C,Hohes C Orange,Juices,Thüringen,0
4.07,11.0,0.0,44.77000000000001,B2C,Riesling,Alcoholic Beverages,Bremen,0
1.0400000000000003,9.0,0.0,9.36,B2C,Gerolsteiner,Water,Sachsen,0
2.92,11.0,0.1,28.909999999999997,B2B,Augustiner,Alcoholic Beverages,Bayern,2
1.7999999999999998,4.0,0.0,7.2,B2C,Hohes C Orange,Juices,Hamburg,0
1.01,3.0,0.0,3.03,B2C,Gerolsteiner,Water,Hessen,0
0.9100000000000001,35.0,0.1,28.67,B2B,Sprite,Soft Drinks,Bremen,1
3.56,11.0,0.0,39.16,B2C,Cranberry Juice,Juices,Berlin,0
1.7999999999999998,21.0,0.05,35.91,B2B,Granini Apple,Juices,Hessen,2
